LATITUDE,LONGITUDE,elevation
42.58966733333333,-96.0003337222222,400.59033203125
42.01050197222223,-93.37750091666666,296.3778991699219
42.01366669444445,-93.3786677777778,307.1367797851562
41.266667916666655,-94.4565027222222,410.8304138183594
41.247,-95.00183591666666,380.3453369140625
40.381834583333344,-91.1818355,207.3216247558594
41.34716888888888,-90.2956682777778,235.05078125
41.325001833333346,-90.29933394444444,228.8413848876953
41.31950225,-90.28983505555556,216.3744354248047
41.215335138888896,-93.47416775,297.2663879394531
40.48533452777778,-91.06383586111113,190.01422119140616
41.30450088888889,-93.29100061111113,282.2508239746094
41.30083602777777,-94.31183511111112,382.7089538574219
42.31500052777777,-92.26450083333332,286.9062194824219
42.30933605555556,-92.26666905555555,284.6125793457031
41.57950236111111,-91.39583480555555,223.1080780029297
41.582500222222215,-91.39983333333332,225.3985595703125
41.54850005555557,-91.42333419444445,222.5393524169922
41.569502305555545,-91.38350275,215.4015655517578
40.43733341666667,-92.5326675,272.9852905273438
42.449668277777775,-95.32816866666668,421.5727844238281
42.45083538888888,-95.3305004722222,425.6453247070312
41.36600061111111,-93.46483566666667,270.7570190429688
41.36116738888889,-93.44166741666666,240.5811767578125
42.17066941666667,-91.31650236111106,295.8974914550781
41.16900175,-91.21783402777777,177.5160675048828
41.15566905555556,-95.51883388888888,339.2987060546875
41.16133397222222,-95.48450163888887,355.7709045410156
41.145333444444454,-95.49100052777777,357.952880859375
41.03433427777778,-94.22950230555556,363.4161071777344
41.037668166666656,-94.22533508333332,366.1124572753906
42.43366769444445,-94.11583541666668,298.2320251464844
41.31033455555556,-90.37300055555555,224.7022399902344
41.32283522222223,-90.36400086111112,225.6026611328125
41.32300091666667,-90.32450161111113,231.0299835205078
41.32850180555556,-90.400836,242.8875579833984
41.31000055555555,-90.373167,225.4026336669922
41.31050255555557,-90.37333591666668,226.8336639404297
41.35733441666667,-90.32350119444445,235.77691650390616
41.35250255555556,-90.30616711111112,229.2677917480469
43.18333538888889,-91.47683583333333,266.5995483398438
41.54616827777778,-94.49316869444445,397.5149230957031
42.05650180555556,-95.1868349722222,402.2098999023438
42.01350144444445,-95.21883372222223,414.8895263671875
42.00483508333335,-95.2125025,406.4987487792969
41.34983461111111,-93.31983591666668,257.8206787109375
41.35200147222222,-93.42200097222224,292.076171875
41.34516755555556,-93.4178344722222,277.7349243164062
41.33933530555557,-93.38683525,261.1676025390625
41.34266922222222,-93.37383455555555,273.4637451171875
41.36783536111112,-93.3751685,275.0189819335938
41.36716891666666,-93.37183436111107,277.96224975585943
41.32216791666666,-93.3695025,293.9983215332031
41.34583377777777,-93.36300222222219,285.6447448730469
41.30833497222222,-93.35800075,287.0648498535156
41.363502666666676,-93.32000030555555,276.846435546875
42.288667888888895,-90.4173337222222,181.24072265625
42.27933425000001,-90.40633333333334,182.0347900390625
41.13616922222222,-93.55083591666668,272.911865234375
42.21283538888889,-93.04883458333332,306.108154296875
43.246667361111115,-94.50450272222223,391.5852661132812
41.35266897222222,-94.52650041666666,412.8509521484375
42.50716680555556,-91.48133380555555,292.5071105957031
43.16116872222222,-93.38033525,367.9980773925781
42.30300191666667,-94.1016685,348.2721862792969
42.30783488888889,-94.12233408333331,350.9158325195312
42.307501,-94.1148352777778,352.39111328125
42.07233580555556,-93.58116794444445,311.5856628417969
43.20283452777779,-96.00183558333332,434.2230529785156
43.20483408333334,-96.00300033333332,434.4701232910156
42.112335888888886,-92.42516841666664,288.5166625976562
42.537000944444436,-92.48183402777777,292.9390869140625
42.44700011111111,-93.12366713888888,318.6161804199219
42.596335527777775,-96.28850083333332,361.1904296875
42.26933405555555,-92.2648357777778,257.41348266601557
42.20833502777778,-95.28183430555555,422.0094909667969
42.28050141666667,-91.53650238888888,275.03854370117193
41.39033427777778,-91.3233337777778,179.4883117675781
41.394002416666666,-91.33166822222222,187.6297607421875
41.402834527777785,-91.32066730555556,187.6903991699219
41.39633491666667,-91.31616936111112,178.7532653808594
41.39100202777779,-91.31550194444445,180.4688415527344
42.00183352777777,-94.23400041666666,320.5827941894531
40.23650066666666,-91.23816794444444,193.2554168701172
42.189336,-92.11633425,284.6934509277344
42.18866713888889,-95.03150088888887,441.1125793457031
41.36766805555555,-90.21466722222223,233.79449462890616
41.367335444444436,-90.21100163888887,235.741455078125
42.21600216666667,-94.0308347222222,343.8371887207031
43.270001,-95.52816844444445,454.0088195800781
42.45216680555555,-91.22133372222223,294.988525390625
42.523501944444455,-94.1143354722222,340.0690307617188
41.51533463888889,-90.55833341666668,173.9408874511719
40.40516925,-94.25000116666666,339.7666931152344
42.28933405555557,-91.27533372222223,288.5751647949219
41.535668444444454,-95.1426684722222,397.0902099609375
42.57900113888889,-92.52283469444444,267.05819702148443
41.26800247222222,-95.06700052777781,371.3916015625
42.02416872222222,-92.54466808333336,304.9476318359375
42.02483597222223,-92.54466836111106,304.7746276855469
41.108501444444435,-92.56850241666668,211.7998962402344
43.09750213888889,-93.15783455555555,354.2203063964844
43.09750263888889,-93.14333541666667,345.6100769042969
43.09966819444444,-93.15616938888887,356.2897644042969
43.09333377777778,-93.132501,355.1568603515625
43.08833516666667,-93.11883586111112,348.4965209960938
43.09333377777778,-93.10883341666666,330.2383422851562
43.09166802777778,-93.10266758333331,333.3782653808594
41.53300150000001,-93.24266761111107,271.26229858398443
42.46566883333333,-91.52633372222222,315.1351623535156
41.279168944444436,-95.32250255555556,390.5046081542969
41.05533419444445,-91.15500094444445,223.0582580566406
40.36966772222222,-91.56316786111113,151.9546661376953
41.26483355555556,-91.02400108333332,161.8335723876953
41.26666888888889,-91.02400044444444,161.5807037353516
41.42083430555555,-93.03766716666668,250.6733245849609
42.398167833333346,-91.55233336111112,320.5021057128906
42.32550200000001,-91.21350133333334,285.6129455566406
42.438835694444435,-91.09550230555556,326.084716796875
40.595334194444455,-92.25516688888894,248.8204193115234
40.595002638888886,-92.25400155555555,242.5721588134766
41.00833430555557,-92.24900002777777,244.22454833984384
41.34100083333335,-93.31366691666666,268.94717407226557
42.02116866666668,-94.37733594444444,321.8118591308594
41.00750197222223,-95.12733475,382.1772155761719
41.004335416666656,-95.13816736111113,382.6984252929688
41.00433461111111,-95.1366685,382.7511901855469
41.00333558333333,-95.13383475,390.1312866210938
41.35400133333333,-94.12200230555555,328.1871337890625
43.21866936111112,-92.33250025,386.4887084960938
43.26033525,-96.10516836111107,437.1573791503906
43.12250044444443,-96.16950252777778,438.1713562011719
42.45433413888889,-94.17700022222223,337.9539489746094
42.25533591666667,-94.59366761111107,352.2525634765625
41.34866913888889,-92.42516722222223,220.5412445068359
42.53216827777777,-93.13300186111107,345.1102294921875
42.293168027777774,-96.23516841666664,326.5556335449219
42.29650097222222,-96.23533597222222,326.9512023925781
42.29650111111111,-96.23416863888887,327.0062866210938
42.29783394444445,-96.23616758333334,326.5498046875
42.301002638888896,-96.23116736111106,327.056884765625
42.30500008333333,-96.22883363888887,327.0419616699219
42.311168611111114,-96.25183413888887,328.8322448730469
42.31133608333335,-96.22666758333332,328.2348327636719
42.31933502777778,-96.24633375,329.0152587890625
42.293835666666666,-96.23600072222223,326.8900451660156
42.28850202777779,-96.23000222222224,325.8912048339844
43.12000158333333,-91.57050163888887,351.7042236328125
43.262167361111096,-92.46850225,373.9903259277344
42.24433363888889,-93.04333388888894,279.67929077148443
42.112500444444436,-93.35083344444445,324.9566345214844
42.50633344444445,-92.05483461111106,301.3006591796875
42.03533347222223,-95.11916772222222,440.9590454101562
40.55766805555556,-94.57866763888887,319.35400390625
40.55616830555557,-94.59116877777778,318.7615661621094
42.502501,-91.39416725,318.2959594726562
42.274,-92.25383402777777,256.4656372070312
42.28166872222222,-92.24850155555555,275.69967651367193
42.29850238888889,-92.21733516666669,258.3842163085938
42.299669027777774,-92.21483605555555,250.76580810546884
42.306168055555545,-92.22050255555556,257.4956665039062
42.30666858333335,-92.21916930555555,257.20956420898443
42.292666722222215,-92.2261670277778,259.06912231445307
42.27550133333333,-93.48700091666667,347.4393005371094
42.27950208333333,-93.48616869444444,346.4440612792969
42.28100166666667,-93.48283380555556,355.4231262207031
