LATITUDE,LONGITUDE,lat,long,elevation
38.56300072222222,-83.40116747222223,38.56300072222222,-83.40116747222223,211.0084381103516
38.56300075,-83.40133541666665,38.56300075,-83.40133541666665,215.0094299316406
38.53650158333333,-83.27166780555554,38.53650158333333,-83.27166780555554,281.4453125
38.41083425,-83.37283383333333,38.41083425,-83.37283383333333,340.7098388671875
38.416167694444454,-83.34900272222221,38.416167694444454,-83.34900272222221,280.7832641601562
38.40566786111111,-83.26916888888887,38.40566786111111,-83.26916888888887,284.810546875
38.568002666666665,-83.18150163888888,38.568002666666665,-83.18150163888888,236.0927124023438
38.48366819444445,-83.38283369444444,38.48366819444445,-83.38283369444444,220.0945434570312
38.57916741666666,-83.3426684722222,38.57916741666666,-83.3426684722222,268.2148132324219
38.482334888888886,-83.25283555555556,38.482334888888886,-83.25283555555556,186.6642608642578
38.502500027777785,-83.16816677777777,38.502500027777785,-83.16816677777777,356.8884582519531
38.568836,-83.32633413888887,38.568836,-83.32633413888887,265.8442077636719
38.57683555555556,-83.32000247222223,38.57683555555556,-83.32000247222223,214.4105834960938
38.488502194444436,-83.34666700000002,38.488502194444436,-83.34666700000002,259.7410278320312
38.5625026388889,-83.38416702777776,38.5625026388889,-83.38416702777776,289.9641418457031
38.488668583333336,-83.34450219444443,38.488668583333336,-83.34450219444443,299.6562805175781
38.492167361111115,-83.18233336111109,38.492167361111115,-83.18233336111109,339.9597473144531
38.489000777777775,-83.2381675,38.489000777777775,-83.2381675,316.0165710449219
38.42133594444445,-83.34933538888889,38.42133594444445,-83.34933538888889,295.494140625
38.431834083333335,-83.34600072222223,38.431834083333335,-83.34600072222223,351.1851196289062
38.59400255555556,-83.1901688611111,38.59400255555556,-83.1901688611111,161.5479278564453
38.41783488888889,-83.22783477777777,38.41783488888889,-83.22783477777777,342.8548889160156
38.44666930555556,-83.21216897222223,38.44666930555556,-83.21216897222223,326.8317260742188
38.58400147222222,-83.25683374999998,38.58400147222222,-83.25683374999998,319.6300048828125
38.53066741666667,-83.38583361111112,38.53066741666667,-83.38583361111112,276.404296875
38.397001611111115,-83.17616905555556,38.397001611111115,-83.17616905555556,259.1263122558594
38.49950080555556,-83.26050208333331,38.49950080555556,-83.26050208333331,213.0535430908203
38.52033477777777,-83.25916911111112,38.52033477777777,-83.25916911111112,229.1422119140625
38.446001166666655,-83.18883336111111,38.446001166666655,-83.18883336111111,340.2505798339844
38.55100055555555,-83.21400027777777,38.55100055555555,-83.21400027777777,212.0164337158203
39.01316869444445,-83.3153334722222,39.01316869444445,-83.3153334722222,357.1968688964844
38.42383555555556,-83.38816844444446,38.42383555555556,-83.38816844444446,360.9054260253906
38.59300125,-83.19950063888889,38.59300125,-83.19950063888889,179.7661590576172
38.48683338888889,-83.24900097222222,38.48683338888889,-83.24900097222222,184.3126983642578
38.45566933333333,-83.233836,38.45566933333333,-83.233836,235.6118774414062
38.58033544444445,-83.25316933333333,38.58033544444445,-83.25316933333333,334.6676330566406
38.43816933333333,-83.19550008333331,38.43816933333333,-83.19550008333331,344.8369445800781
38.39266716666667,-83.40966786111113,38.39266716666667,-83.40966786111113,409.3801879882812
38.499835027777785,-83.31133505555556,38.499835027777785,-83.31133505555556,255.9423980712891
38.58483522222222,-83.16483411111112,38.58483522222222,-83.16483411111112,305.961669921875
38.53200147222222,-83.37350105555555,38.53200147222222,-83.37350105555555,326.4753112792969
38.581668666666666,-83.27716894444445,38.581668666666666,-83.27716894444445,326.6275329589844
39.00283577777777,-83.34833355555557,39.00283577777777,-83.34833355555557,333.4621276855469
38.41300011111112,-83.37333575000002,38.41300011111112,-83.37333575000002,338.196044921875
40.50050177777778,-84.09983494444445,40.50050177777778,-84.09983494444445,307.0181274414062
40.49450252777777,-84.05000005555556,40.49450252777777,-84.05000005555556,307.1302490234375
40.49450013888889,-84.05000125000002,40.49450013888889,-84.05000125000002,307.1306457519531
40.497169138888886,-83.56250250000002,40.497169138888886,-83.56250250000002,323.7633056640625
40.49716680555557,-83.56250252777778,40.49716680555557,-83.56250252777778,323.7626342773438
40.496334444444436,-83.53966691666666,40.496334444444436,-83.53966691666666,319.812744140625
40.49616819444445,-83.53966683333334,40.49616819444445,-83.53966683333334,320.1217041015625
40.50250188888889,-84.17533574999999,40.50250188888889,-84.17533574999999,296.3119812011719
40.49983480555555,-83.57683380555554,40.49983480555555,-83.57683380555554,325.6674499511719
40.50766713888889,-83.57200002777778,40.50766713888889,-83.57200002777778,321.5426025390625
40.45833475000001,-84.01616725,40.45833475000001,-84.01616725,310.7668762207031
40.52950036111111,-83.53983463888889,40.52950036111111,-83.53983463888889,319.9716796875
40.53000219444445,-83.53983463888889,40.53000219444445,-83.53983463888889,321.13037109375
40.496001666666665,-84.08133547222222,40.496001666666665,-84.08133547222222,314.4175109863281
40.43733391666667,-84.18083347222222,40.43733391666667,-84.18083347222222,303.4514770507812
40.42666775,-84.16816805555554,40.42666775,-84.16816805555554,311.5322875976562
40.44616688888889,-84.16550205555555,40.44616688888889,-84.16550205555555,309.182861328125
40.46800161111111,-84.10733547222222,40.46800161111111,-84.10733547222222,317.3898010253906
40.476666805555546,-84.08100050000002,40.476666805555546,-84.08100050000002,315.6959838867188
40.472335361111114,-84.10883572222222,40.472335361111114,-84.10883572222222,312.9631042480469
40.41250175,-83.59400030555554,40.41250175,-83.59400030555554,333.7745361328125
40.446166944444435,-84.00783483333333,40.446166944444435,-84.00783483333333,314.6051940917969
40.45550219444445,-84.05983486111113,40.45550219444445,-84.05983486111113,311.2173156738281
40.46716769444443,-83.58066691666667,40.46716769444443,-83.58066691666667,329.4312744140625
40.46216838888889,-83.57083533333333,40.46216838888889,-83.57083533333333,328.3912353515625
40.48950225,-83.58533449999999,40.48950225,-83.58533449999999,327.8392333984375
40.449168638888885,-83.57650177777778,40.449168638888885,-83.57650177777778,329.2216186523438
40.48966927777778,-84.16433427777775,40.48966927777778,-84.16433427777775,311.587646484375
40.47883505555557,-84.19133344444444,40.47883505555557,-84.19133344444444,309.7377014160156
40.51566819444445,-84.14616841666665,40.51566819444445,-84.14616841666665,293.0040283203125
40.50766919444445,-84.06233477777778,40.50766919444445,-84.06233477777778,312.147216796875
40.53066672222222,-84.03116688888889,40.53066672222222,-84.03116688888889,308.5588989257812
40.53833483333333,-84.02450272222222,40.53833483333333,-84.02450272222222,309.1770935058594
40.529502111111114,-84.02950266666667,40.529502111111114,-84.02950266666667,307.9714660644531
40.50333586111111,-84.05700136111112,40.50333586111111,-84.05700136111112,317.1155090332031
40.53533441666666,-83.54033413888888,40.53533441666666,-83.54033413888888,318.0079956054688
40.51750016666667,-83.56566686111111,40.51750016666667,-83.56566686111111,319.4308471679688
40.54300088888889,-83.59400266666665,40.54300088888889,-83.59400266666665,325.2635803222656
40.52633533333333,-83.55233375,40.52633533333333,-83.55233375,316.5157165527344
40.548335111111115,-83.57400205555554,40.548335111111115,-83.57400205555554,321.0509338378906
40.492502111111115,-83.57100108333334,40.492502111111115,-83.57100108333334,325.8612670898438
40.503168166666654,-83.57100275,40.503168166666654,-83.57100275,324.1636352539062
40.535668361111114,-83.53983602777778,40.535668361111114,-83.53983602777778,317.9825744628906
40.41166875,-84.10116805555555,40.41166875,-84.10116805555555,315.1640319824219
40.40233494444442,-84.08066808333334,40.40233494444442,-84.08066808333334,316.4752807617188
40.41200025,-84.07216941666667,40.41200025,-84.07216941666667,315.2088317871094
40.39850130555556,-84.11600052777777,40.39850130555556,-84.11600052777777,313.1147155761719
40.43700255555555,-84.22883561111112,40.43700255555555,-84.22883561111112,297.4320678710938
40.460500888888895,-84.2325007777778,40.460500888888895,-84.2325007777778,299.238037109375
40.49000013888889,-84.12500136111113,40.49000013888889,-84.12500136111113,305.5062866210938
40.49016783333335,-84.089,40.49016783333335,-84.089,315.8130187988281
40.49016913888889,-84.0756691388889,40.49016913888889,-84.0756691388889,315.9390869140625
40.4440008888889,-84.05700244444445,40.4440008888889,-84.05700244444445,312.5313415527344
40.50933608333333,-84.19916813888891,40.50933608333333,-84.19916813888891,287.4209899902344
40.42733425,-84.21350066666669,40.42733425,-84.21350066666669,294.94287109375
40.469835444444435,-82.2158340277778,40.469835444444435,-82.2158340277778,318.3492126464844
40.4715,-82.19550097222222,40.4715,-82.19550097222222,267.0925903320312
40.51000116666667,-82.1815023611111,40.51000116666667,-82.1815023611111,266.3919067382812
40.47116713888889,-82.15766724999997,40.47116713888889,-82.15766724999997,372.3157043457031
41.03550197222223,-82.23666713888888,41.03550197222223,-82.23666713888888,341.6542358398438
40.493668472222225,-82.20116758333333,40.493668472222225,-82.20116758333333,358.9723205566406
40.49350086111111,-82.20116916666666,40.49350086111111,-82.20116916666666,356.0867309570312
40.49733583333333,-82.19066875,40.49733583333333,-82.19066875,296.9542541503906
40.505500972222215,-82.1675026111111,40.505500972222215,-82.1675026111111,354.84619140625
40.52016786111111,-82.14416749999998,40.52016786111111,-82.14416749999998,386.7984008789062
40.543502444444435,-82.09400169444444,40.543502444444435,-82.09400169444444,332.0723571777344
40.543336,-82.09400180555555,40.543336,-82.09400180555555,333.533447265625
40.52516702777777,-82.1268350833333,40.52516702777777,-82.1268350833333,368.6594543457031
40.541335,-82.10000025,40.541335,-82.10000025,399.6546630859375
40.46200047222222,-82.22666777777776,40.46200047222222,-82.22666777777776,310.4694519042969
40.58033469444445,-82.23716891666669,40.58033469444445,-82.23716891666669,390.0045471191406
40.58050169444445,-82.24383433333333,40.58050169444445,-82.24383433333333,328.5419616699219
40.393001583333344,-82.18883369444444,40.393001583333344,-82.18883369444444,374.040771484375
40.363335138888885,-82.15483447222223,40.363335138888885,-82.15483447222223,256.6709899902344
40.54050016666667,-82.09133511111109,40.54050016666667,-82.09133511111109,321.9744567871094
40.42583422222222,-82.10150219444444,40.42583422222222,-82.10150219444444,315.431884765625
40.49333580555556,-82.24416694444443,40.49333580555556,-82.24416694444443,336.7557067871094
40.49133377777777,-82.24500241666667,40.49133377777777,-82.24500241666667,366.8111877441406
40.48133497222222,-82.12016738888889,40.48133497222222,-82.12016738888889,377.3205871582031
40.463166666666666,-82.1316693333333,40.463166666666666,-82.1316693333333,372.6257019042969
40.44000055555557,-82.11600091666669,40.44000055555557,-82.11600091666669,347.3901672363281
40.504666833333346,-82.1460006666667,40.504666833333346,-82.1460006666667,326.446533203125
40.54083555555556,-82.18750205555557,40.54083555555556,-82.18750205555557,360.0548706054688
41.01283416666667,-82.20650022222222,41.01283416666667,-82.20650022222222,353.1333923339844
41.027002583333335,-82.2143348888889,41.027002583333335,-82.2143348888889,346.8866882324219
41.02533500000001,-82.20733572222224,41.02533500000001,-82.20733572222224,344.02978515625
40.47050102777778,-82.16316680555556,40.47050102777778,-82.16316680555556,336.7240600585938
40.53833608333333,-82.20616691666666,40.53833608333333,-82.20616691666666,267.3948364257812
41.363334166666654,-80.48983405555556,41.363334166666654,-80.48983405555556,346.4936218261719
41.53816694444445,-80.34266677777778,41.53816694444445,-80.34266677777778,345.7393493652344
41.54983430555557,-80.34133349999998,41.54983430555557,-80.34133349999998,358.863525390625
41.54983530555556,-80.34100219444444,41.54983530555556,-80.34100219444444,361.0082397460938
41.56216872222221,-80.33783561111113,41.56216872222221,-80.33783561111113,373.1185607910156
41.4346673611111,-80.42433408333333,41.4346673611111,-80.42433408333333,353.2059020996094
41.4346675,-80.42400219444444,41.4346675,-80.42400219444444,352.7860412597656
